,JobType,JobTemplateId,Abandon Count,Completion Count,Failed Count,Fatal Error Count,,CharacterId,Abandon Count,Completion Count
,,,,,,,,22236,0,5
,,,,,,,,23275,0,5
,,,,,,,,17301,0,5
,,,,,,,,15439,0,5
,,,,,,,,20303,0,5
,,,,,,,,8747,0,5
,,,,,,,,22177,0,5
,,,,,,,,22427,0,5
,,,,,,,,21994,0,5
,,,,,,,,21581,0,5
,,,,,,,,18729,0,5
,,,,,,,,21585,0,5
,,,,,,,,20767,0,5
,,,,,,,,15125,0,5
,,,,,,,,21381,0,5
,,,,,,,,15776,0,5
,,,,,,,,12540,0,5
,,,,,,,,539,0,5
,,,,,,,,7847,0,5
,,,,,,,,20585,0,5
,,,,,,,,20183,0,5
,,,,,,,,18712,0,5
,,,,,,,,23772,0,5
,,,,,,,,23541,0,5
,,,,,,,,18626,0,5
,,,,,,,,19125,0,5
,,,,,,,,23769,0,5
,,,,,,,,24073,0,5
,,,,,,,,23462,0,5
,,,,,,,,23606,0,5
,,,,,,,,22734,0,5
,,,,,,,,23597,0,5
,,,,,,,,23808,0,5
,,,,,,,,23602,0,5
,,,,,,,,23094,0,5
,,,,,,,,22656,0,5
,,,,,,,,22819,0,5
,,,,,,,,18237,0,5
,,,,,,,,21453,0,5
,,,,,,,,22079,0,5
,,,,,,,,15448,0,5
,,,,,,,,21643,0,5
,,,,,,,,20268,0,5
,,,,,,,,20895,0,5
,,,,,,,,16288,0,5
,,,,,,,,23099,0,4
,,,,,,,,23306,0,4
,,,,,,,,23659,0,4
,,,,,,,,23729,0,4
,,,,,,,,24016,0,4
,,,,,,,,23628,0,4
,,,,,,,,23695,0,4
,,,,,,,,23468,0,4
,,,,,,,,22911,0,4
,,,,,,,,22669,0,4
,,,,,,,,18198,0,4
,,,,,,,,22675,0,4
,,,,,,,,22266,0,4
,,,,,,,,7028,0,4
,,,,,,,,13449,0,4
,,,,,,,,19774,0,4
,,,,,,,,22013,0,4
,,,,,,,,21954,0,4
,,,,,,,,21562,0,4
,,,,,,,,16055,0,4
,,,,,,,,21325,0,4
,,,,,,,,21374,0,4
,,,,,,,,17509,0,4
,,,,,,,,21246,0,4
,,,,,,,,8098,0,4
,,,,,,,,21002,0,4
,,,,,,,,15351,0,4
,,,,,,,,19930,0,4
,,,,,,,,11971,0,4
,,,,,,,,20618,0,4
,,,,,,,,20319,0,4
,,,,,,,,6751,0,4
,,,,,,,,23435,0,4
,,,,,,,,9293,0,4
,,,,,,,,15201,0,4
,,,,,,,,23381,0,4
,,,,,,,,22700,0,4
,,,,,,,,23485,0,4
,,,,,,,,13422,0,4
,,,,,,,,21879,0,4
,,,,,,,,9898,0,4
,,,,,,,,22914,0,4
,,,,,,,,22698,0,4
,,,,,,,,4558,0,4
,,,,,,,,17682,0,4
,,,,,,,,21968,0,4
,,,,,,,,22045,0,4
,,,,,,,,21616,0,4
,,,,,,,,18619,0,4
,,,,,,,,6050,0,4
,,,,,,,,10716,0,4
,,,,,,,,5489,0,4
,,,,,,,,21133,0,4
,,,,,,,,11087,0,4
,,,,,,,,5375,0,4
,,,,,,,,20366,0,4
,,,,,,,,2291,0,4
,,,,,,,,19681,0,4
,,,,,,,,23705,0,3
,,,,,,,,23113,0,3
,,,,,,,,23093,0,3
,,,,,,,,17197,0,3
,,,,,,,,20510,0,3
,,,,,,,,24024,0,3
,,,,,,,,22774,0,3
,,,,,,,,23881,0,3
,,,,,,,,19226,0,3
,,,,,,,,18055,0,3
,,,,,,,,23796,0,3
,,,,,,,,22075,0,3
,,,,,,,,456,0,3
,,,,,,,,5791,0,3
,,,,,,,,22547,0,3
,,,,,,,,7464,0,3
,,,,,,,,21988,0,3
,,,,,,,,14093,0,3
,,,,,,,,6542,0,3
,,,,,,,,21910,0,3
,,,,,,,,3495,0,3
,,,,,,,,15269,0,3
,,,,,,,,21845,0,3
,,,,,,,,21132,0,3
,,,,,,,,20296,0,3
,,,,,,,,18317,0,3
,,,,,,,,19936,0,3
,,,,,,,,9943,0,3
,,,,,,,,20694,0,3
,,,,,,,,19926,0,3
,,,,,,,,3771,0,3
,,,,,,,,20751,0,3
,,,,,,,,15853,0,3
,,,,,,,,20743,0,3
,,,,,,,,20567,0,3
,,,,,,,,14008,0,3
,,,,,,,,18036,0,3
,,,,,,,,22741,0,3
,,,,,,,,19137,0,3
,,,,,,,,16678,0,3
,,,,,,,,21595,0,3
,,,,,,,,23750,0,3
,,,,,,,,23646,0,3
,,,,,,,,24019,0,3
,,,,,,,,7347,0,3
,,,,,,,,23470,0,3
,,,,,,,,22759,0,3
,,,,,,,,6251,0,3
,,,,,,,,23536,0,3
,,,,,,,,14134,0,3
,,,,,,,,22715,0,3
,,,,,,,,18751,0,3
,,,,,,,,23867,0,3
,,,,,,,,23368,0,3
,,,,,,,,23365,0,3
,,,,,,,,23517,0,3
,,,,,,,,6937,0,3
,,,,,,,,22775,0,3
,,,,,,,,22861,0,3
,,,,,,,,22951,0,3
,,,,,,,,19715,0,3
,,,,,,,,22925,0,3
,,,,,,,,13694,0,3
,,,,,,,,22352,0,3
,,,,,,,,17828,0,3
,,,,,,,,22078,0,3
,,,,,,,,21950,0,3
,,,,,,,,22041,0,3
,,,,,,,,21735,0,3
,,,,,,,,21729,0,3
,,,,,,,,20235,0,3
,,,,,,,,21606,0,3
,,,,,,,,17811,0,3
,,,,,,,,21457,0,3
,,,,,,,,18965,0,3
,,,,,,,,21456,0,3
,,,,,,,,21289,0,3
,,,,,,,,21264,0,3
,,,,,,,,8473,0,3
,,,,,,,,21085,0,3
,,,,,,,,21018,0,3
,,,,,,,,17617,0,2
,,,,,,,,23428,0,2
,,,,,,,,22307,0,2
,,,,,,,,4497,0,2
,,,,,,,,23409,0,2
,,,,,,,,23423,0,2
,,,,,,,,18403,0,2
,,,,,,,,22245,0,2
,,,,,,,,23658,0,2
,,,,,,,,23469,0,2
,,,,,,,,23620,0,2
,,,,,,,,22757,0,2
,,,,,,,,23550,0,2
,,,,,,,,23788,0,2
,,,,,,,,23163,0,2
,,,,,,,,20932,0,2
,,,,,,,,5808,0,2
,,,,,,,,23874,0,2
,,,,,,,,23181,0,2
,,,,,,,,21261,0,2
,,,,,,,,22980,0,2
,,,,,,,,22749,0,2
,,,,,,,,21451,0,2
,,,,,,,,14487,0,2
,,,,,,,,12019,0,2
,,,,,,,,22187,0,2
,,,,,,,,22649,0,2
,,,,,,,,22324,0,2
,,,,,,,,22604,0,2
,,,,,,,,22605,0,2
,,,,,,,,22606,0,2
,,,,,,,,22515,0,2
,,,,,,,,15000,0,2
,,,,,,,,22417,0,2
,,,,,,,,22306,0,2
,,,,,,,,17306,0,2
,,,,,,,,19204,0,2
,,,,,,,,11751,0,2
,,,,,,,,22023,0,2
,,,,,,,,21933,0,2
,,,,,,,,19082,0,2
,,,,,,,,3549,0,2
,,,,,,,,2905,0,2
,,,,,,,,21797,0,2
,,,,,,,,21620,0,2
,,,,,,,,21440,0,2
,,,,,,,,18616,0,2
,,,,,,,,21549,0,2
,,,,,,,,15434,0,2
,,,,,,,,19025,0,2
,,,,,,,,20968,0,2
,,,,,,,,19182,0,2
,,,,,,,,19780,0,2
,,,,,,,,21130,0,2
,,,,,,,,20946,0,2
,,,,,,,,5652,0,2
,,,,,,,,18542,0,2
,,,,,,,,21041,0,2
,,,,,,,,19519,0,2
,,,,,,,,20977,0,2
,,,,,,,,20939,0,2
,,,,,,,,1943,0,2
,,,,,,,,10915,0,2
,,,,,,,,17939,0,2
,,,,,,,,12252,0,2
,,,,,,,,19970,0,2
,,,,,,,,20869,0,2
,,,,,,,,10641,0,2
,,,,,,,,16957,0,2
,,,,,,,,15515,0,2
,,,,,,,,20527,0,2
,,,,,,,,20720,0,2
,,,,,,,,20750,0,2
,,,,,,,,16721,0,2
,,,,,,,,10526,0,2
,,,,,,,,20703,0,2
,,,,,,,,20473,0,2
,,,,,,,,19667,0,2
,,,,,,,,18939,0,2
,,,,,,,,20611,0,2
,,,,,,,,20548,0,2
,,,,,,,,20466,0,2
,,,,,,,,20368,0,2
,,,,,,,,23200,0,2
,,,,,,,,15348,0,2
,,,,,,,,16348,0,2
,,,,,,,,23406,0,2
,,,,,,,,18947,0,2
,,,,,,,,23476,0,2
,,,,,,,,12446,0,2
,,,,,,,,18276,0,2
,,,,,,,,17225,0,2
,,,,,,,,21822,0,2
,,,,,,,,8291,0,2
,,,,,,,,23977,0,2
,,,,,,,,23366,0,2
,,,,,,,,23133,0,2
,,,,,,,,6099,0,2
,,,,,,,,31,0,2
,,,,,,,,23938,0,2
,,,,,,,,23427,0,2
,,,,,,,,23560,0,2
,,,,,,,,23995,0,2
,,,,,,,,23393,0,2
,,,,,,,,19921,0,2
,,,,,,,,23390,0,2
,,,,,,,,23653,0,2
,,,,,,,,11342,0,2
,,,,,,,,22746,0,2
,,,,,,,,23930,0,2
,,,,,,,,20481,0,2
,,,,,,,,23171,0,2
,,,,,,,,15839,0,2
,,,,,,,,24048,0,2
,,,,,,,,20221,0,2
,,,,,,,,23054,0,2
,,,,,,,,5679,0,2
,,,,,,,,23047,0,2
,,,,,,,,23524,0,2
,,,,,,,,23851,0,2
,,,,,,,,20154,0,2
,,,,,,,,23565,0,2
,,,,,,,,22869,0,2
,,,,,,,,22739,0,2
,,,,,,,,19964,0,2
,,,,,,,,22790,0,2
,,,,,,,,22806,0,2
,,,,,,,,22764,0,2
,,,,,,,,22908,0,2
,,,,,,,,11970,0,2
,,,,,,,,22884,0,2
,,,,,,,,22844,0,2
,,,,,,,,22959,0,2
,,,,,,,,22068,0,2
,,,,,,,,19808,0,2
,,,,,,,,22042,0,2
,,,,,,,,10814,0,2
,,,,,,,,22084,0,2
,,,,,,,,18734,0,2
,,,,,,,,18483,0,2
,,,,,,,,21619,0,2
,,,,,,,,21693,0,2
,,,,,,,,3338,0,2
,,,,,,,,15879,0,2
,,,,,,,,18060,0,2
,,,,,,,,21598,0,2
,,,,,,,,19983,0,2
,,,,,,,,21406,0,2
,,,,,,,,21476,0,2
,,,,,,,,12637,0,2
,,,,,,,,21008,0,2
,,,,,,,,21165,0,2
,,,,,,,,21123,0,2
,,,,,,,,20985,0,2
,,,,,,,,20606,0,2
,,,,,,,,21024,0,2
,,,,,,,,21046,0,2
,,,,,,,,9091,0,2
,,,,,,,,19929,0,2
,,,,,,,,20884,0,2
,,,,,,,,20852,0,2
,,,,,,,,19461,0,2
,,,,,,,,20058,0,2
,,,,,,,,20469,0,2
,,,,,,,,5160,0,1
,,,,,,,,23338,0,1
,,,,,,,,5115,0,1
,,,,,,,,18874,0,1
,,,,,,,,23440,0,1
,,,,,,,,15038,0,1
,,,,,,,,23208,0,1
,,,,,,,,23177,0,1
,,,,,,,,15893,0,1
,,,,,,,,23642,0,1
,,,,,,,,23917,0,1
,,,,,,,,23854,0,1
,,,,,,,,23508,0,1
,,,,,,,,23311,0,1
,,,,,,,,19570,0,1
,,,,,,,,23516,0,1
,,,,,,,,9596,0,1
,,,,,,,,19639,0,1
,,,,,,,,22195,0,1
,,,,,,,,23471,0,1
,,,,,,,,8680,0,1
,,,,,,,,22821,0,1
,,,,,,,,23908,0,1
,,,,,,,,17336,0,1
,,,,,,,,18859,0,1
,,,,,,,,19607,0,1
,,,,,,,,24060,0,1
,,,,,,,,23283,0,1
,,,,,,,,23588,0,1
,,,,,,,,23509,0,1
,,,,,,,,23198,0,1
,,,,,,,,22802,0,1
,,,,,,,,24002,0,1
,,,,,,,,7557,0,1
,,,,,,,,23942,0,1
,,,,,,,,23372,0,1
,,,,,,,,23872,0,1
,,,,,,,,18959,0,1
,,,,,,,,22926,0,1
,,,,,,,,19393,0,1
,,,,,,,,23013,0,1
,,,,,,,,23006,0,1
,,,,,,,,22089,0,1
,,,,,,,,22696,0,1
,,,,,,,,22670,0,1
,,,,,,,,15663,0,1
,,,,,,,,22658,0,1
,,,,,,,,13047,0,1
,,,,,,,,22645,0,1
,,,,,,,,22610,0,1
,,,,,,,,22636,0,1
,,,,,,,,16668,0,1
,,,,,,,,16231,0,1
,,,,,,,,12010,0,1
,,,,,,,,22519,0,1
,,,,,,,,22414,0,1
,,,,,,,,21889,0,1
,,,,,,,,22280,0,1
,,,,,,,,22360,0,1
,,,,,,,,19908,0,1
,,,,,,,,22404,0,1
,,,,,,,,22484,0,1
,,,,,,,,18888,0,1
,,,,,,,,8216,0,1
,,,,,,,,22416,0,1
,,,,,,,,20024,0,1
,,,,,,,,14313,0,1
,,,,,,,,22220,0,1
,,,,,,,,21334,0,1
,,,,,,,,22011,0,1
,,,,,,,,8014,0,1
,,,,,,,,13100,0,1
,,,,,,,,8339,0,1
,,,,,,,,22052,0,1
,,,,,,,,21915,0,1
,,,,,,,,21678,0,1
,,,,,,,,22029,0,1
,,,,,,,,21995,0,1
,,,,,,,,21982,0,1
,,,,,,,,21997,0,1
,,,,,,,,21967,0,1
,,,,,,,,10703,0,1
,,,,,,,,20333,0,1
,,,,,,,,21953,0,1
,,,,,,,,21924,0,1
,,,,,,,,21636,0,1
,,,,,,,,792,0,1
,,,,,,,,8100,0,1
,,,,,,,,10888,0,1
,,,,,,,,21878,0,1
,,,,,,,,21898,0,1
,,,,,,,,21205,0,1
,,,,,,,,21890,0,1
,,,,,,,,21886,0,1
,,,,,,,,17093,0,1
,,,,,,,,17966,0,1
,,,,,,,,21851,0,1
,,,,,,,,21847,0,1
,,,,,,,,4637,0,1
,,,,,,,,10984,0,1
,,,,,,,,10210,0,1
,,,,,,,,21841,0,1
,,,,,,,,10074,0,1
,,,,,,,,11256,0,1
,,,,,,,,21640,0,1
,,,,,,,,20011,0,1
,,,,,,,,21536,0,1
,,,,,,,,21152,0,1
,,,,,,,,21417,0,1
,,,,,,,,9560,0,1
,,,,,,,,14254,0,1
,,,,,,,,13892,0,1
,,,,,,,,21365,0,1
,,,,,,,,10726,0,1
,,,,,,,,21539,0,1
,,,,,,,,21231,0,1
,,,,,,,,20364,0,1
,,,,,,,,21405,0,1
,,,,,,,,5720,0,1
,,,,,,,,17324,0,1
,,,,,,,,21340,0,1
,,,,,,,,21384,0,1
,,,,,,,,10600,0,1
,,,,,,,,16954,0,1
,,,,,,,,9346,0,1
,,,,,,,,21249,0,1
,,,,,,,,21358,0,1
,,,,,,,,15763,0,1
,,,,,,,,15387,0,1
,,,,,,,,21349,0,1
,,,,,,,,21301,0,1
,,,,,,,,21299,0,1
,,,,,,,,21181,0,1
,,,,,,,,19759,0,1
,,,,,,,,19260,0,1
,,,,,,,,20948,0,1
,,,,,,,,19117,0,1
,,,,,,,,10365,0,1
,,,,,,,,19922,0,1
,,,,,,,,21196,0,1
,,,,,,,,19670,0,1
,,,,,,,,21193,0,1
,,,,,,,,21110,0,1
,,,,,,,,21108,0,1
,,,,,,,,19986,0,1
,,,,,,,,21093,0,1
,,,,,,,,5997,0,1
,,,,,,,,18705,0,1
,,,,,,,,20281,0,1
,,,,,,,,20740,0,1
,,,,,,,,21022,0,1
,,,,,,,,21062,0,1
,,,,,,,,20963,0,1
,,,,,,,,21020,0,1
,,,,,,,,21013,0,1
,,,,,,,,7638,0,1
,,,,,,,,19967,0,1
,,,,,,,,20981,0,1
,,,,,,,,14141,0,1
,,,,,,,,20973,0,1
,,,,,,,,16888,0,1
,,,,,,,,14342,0,1
,,,,,,,,20951,0,1
,,,,,,,,18268,0,1
,,,,,,,,20894,0,1
,,,,,,,,19062,0,1
,,,,,,,,20896,0,1
,,,,,,,,15273,0,1
,,,,,,,,20772,0,1
,,,,,,,,20706,0,1
,,,,,,,,20854,0,1
,,,,,,,,20853,0,1
,,,,,,,,16987,0,1
,,,,,,,,20826,0,1
,,,,,,,,19771,0,1
,,,,,,,,7388,0,1
,,,,,,,,20812,0,1
,,,,,,,,15860,0,1
,,,,,,,,20822,0,1
,,,,,,,,17894,0,1
,,,,,,,,16744,0,1
,,,,,,,,17943,0,1
,,,,,,,,15266,0,1
,,,,,,,,19861,0,1
,,,,,,,,15741,0,1
,,,,,,,,19903,0,1
,,,,,,,,16619,0,1
,,,,,,,,16358,0,1
,,,,,,,,11325,0,1
,,,,,,,,20726,0,1
,,,,,,,,20715,0,1
,,,,,,,,20256,0,1
,,,,,,,,20663,0,1
,,,,,,,,13220,0,1
,,,,,,,,17981,0,1
,,,,,,,,20021,0,1
,,,,,,,,20495,0,1
,,,,,,,,20640,0,1
,,,,,,,,9219,0,1
,,,,,,,,20648,0,1
,,,,,,,,19172,0,1
,,,,,,,,20644,0,1
,,,,,,,,19992,0,1
,,,,,,,,20543,0,1
,,,,,,,,18718,0,1
,,,,,,,,12114,0,1
,,,,,,,,11111,0,1
,,,,,,,,23915,0,1
,,,,,,,,23935,0,1
,,,,,,,,23838,0,1
,,,,,,,,23483,0,1
,,,,,,,,15732,0,1
,,,,,,,,23728,0,1
,,,,,,,,23787,0,1
,,,,,,,,23593,0,1
,,,,,,,,23839,0,1
,,,,,,,,12088,0,1
,,,,,,,,23089,0,1
,,,,,,,,23029,0,1
,,,,,,,,23540,0,1
,,,,,,,,22708,0,1
,,,,,,,,23342,0,1
,,,,,,,,23436,0,1
,,,,,,,,23594,0,1
,,,,,,,,23467,0,1
,,,,,,,,23142,0,1
,,,,,,,,4189,0,1
,,,,,,,,5721,0,1
,,,,,,,,23830,0,1
,,,,,,,,23633,0,1
,,,,,,,,23958,0,1
,,,,,,,,23267,0,1
,,,,,,,,23204,0,1
,,,,,,,,23214,0,1
,,,,,,,,7358,0,1
,,,,,,,,18683,0,1
,,,,,,,,23755,0,1
,,,,,,,,23140,0,1
,,,,,,,,23882,0,1
,,,,,,,,22602,0,1
,,,,,,,,23355,0,1
,,,,,,,,11921,0,1
,,,,,,,,23361,0,1
,,,,,,,,23727,0,1
,,,,,,,,19729,0,1
,,,,,,,,24046,0,1
,,,,,,,,8231,0,1
,,,,,,,,23584,0,1
,,,,,,,,23883,0,1
,,,,,,,,24008,0,1
,,,,,,,,24003,0,1
,,,,,,,,23801,0,1
,,,,,,,,23798,0,1
,,,,,,,,23388,0,1
,,,,,,,,23566,0,1
,,,,,,,,23749,0,1
,,,,,,,,23841,0,1
,,,,,,,,15547,0,1
,,,,,,,,22751,0,1
,,,,,,,,20971,0,1
,,,,,,,,8083,0,1
,,,,,,,,22690,0,1
,,,,,,,,22769,0,1
,,,,,,,,23068,0,1
,,,,,,,,22923,0,1
,,,,,,,,15153,0,1
,,,,,,,,5879,0,1
,,,,,,,,22996,0,1
,,,,,,,,8561,0,1
,,,,,,,,6643,0,1
,,,,,,,,22395,0,1
,,,,,,,,22967,0,1
,,,,,,,,15292,0,1
,,,,,,,,21881,0,1
,,,,,,,,6532,0,1
,,,,,,,,22104,0,1
,,,,,,,,22334,0,1
,,,,,,,,22300,0,1
,,,,,,,,22299,0,1
,,,,,,,,21769,0,1
,,,,,,,,14233,0,1
,,,,,,,,6225,0,1
,,,,,,,,18173,0,1
,,,,,,,,21065,0,1
,,,,,,,,10376,0,1
,,,,,,,,22179,0,1
,,,,,,,,22126,0,1
,,,,,,,,21831,0,1
,,,,,,,,22046,0,1
,,,,,,,,16163,0,1
,,,,,,,,17859,0,1
,,,,,,,,22142,0,1
,,,,,,,,22121,0,1
,,,,,,,,20140,0,1
,,,,,,,,21784,0,1
,,,,,,,,21766,0,1
,,,,,,,,21751,0,1
,,,,,,,,21743,0,1
,,,,,,,,10752,0,1
,,,,,,,,21691,0,1
,,,,,,,,12724,0,1
,,,,,,,,21668,0,1
,,,,,,,,21659,0,1
,,,,,,,,21467,0,1
,,,,,,,,21475,0,1
,,,,,,,,21308,0,1
,,,,,,,,21455,0,1
,,,,,,,,21442,0,1
,,,,,,,,8164,0,1
,,,,,,,,21277,0,1
,,,,,,,,19798,0,1
,,,,,,,,21170,0,1
,,,,,,,,20952,0,1
,,,,,,,,21270,0,1
,,,,,,,,21269,0,1
,,,,,,,,18829,0,1
,,,,,,,,7443,0,1
,,,,,,,,16498,0,1
,,,,,,,,19349,0,1
,,,,,,,,9166,0,1
,,,,,,,,20480,0,1
,,,,,,,,12752,0,1
,,,,,,,,15481,0,1
,,,,,,,,17473,0,1
,,,,,,,,17974,0,1
,,,,,,,,17385,0,1
,,,,,,,,18635,0,1
,,,,,,,,23262,0,0
,,,,,,,,23187,0,0
,,,,,,,,23277,0,0
,,,,,,,,23407,0,0
,,,,,,,,23709,0,0
,,,,,,,,23183,0,0
,,,,,,,,22152,0,0
,,,,,,,,22818,0,0
,,,,,,,,23317,0,0
,,,,,,,,17393,0,0
,,,,,,,,23700,0,0
,,,,,,,,19640,0,0
,,,,,,,,23330,0,0
,,,,,,,,24032,0,0
,,,,,,,,23472,0,0
,,,,,,,,23783,0,0
,,,,,,,,3388,0,0
,,,,,,,,20049,0,0
,,,,,,,,11692,0,0
,,,,,,,,20130,0,0
,,,,,,,,23315,0,0
,,,,,,,,22789,0,0
,,,,,,,,9337,0,0
,,,,,,,,20227,0,0
,,,,,,,,22932,0,0
,,,,,,,,22779,0,0
,,,,,,,,22354,0,0
,,,,,,,,22732,0,0
,,,,,,,,21856,0,0
,,,,,,,,22678,0,0
,,,,,,,,22679,0,0
,,,,,,,,22689,0,0
,,,,,,,,22568,0,0
,,,,,,,,22666,0,0
,,,,,,,,22424,0,0
,,,,,,,,14184,0,0
,,,,,,,,22597,0,0
,,,,,,,,22592,0,0
,,,,,,,,21840,0,0
,,,,,,,,22594,0,0
,,,,,,,,22392,0,0
,,,,,,,,7650,0,0
,,,,,,,,22411,0,0
,,,,,,,,22483,0,0
,,,,,,,,22482,0,0
,,,,,,,,22463,0,0
,,,,,,,,22366,0,0
,,,,,,,,22408,0,0
,,,,,,,,22391,0,0
,,,,,,,,22382,0,0
,,,,,,,,19624,0,0
,,,,,,,,22090,0,0
,,,,,,,,22057,0,0
,,,,,,,,4418,0,0
,,,,,,,,21398,0,0
,,,,,,,,21333,0,0
,,,,,,,,5936,0,0
,,,,,,,,21991,0,0
,,,,,,,,21976,0,0
,,,,,,,,21959,0,0
,,,,,,,,17869,0,0
,,,,,,,,21763,0,0
,,,,,,,,21853,0,0
,,,,,,,,21448,0,0
,,,,,,,,7373,0,0
,,,,,,,,21836,0,0
,,,,,,,,21834,0,0
,,,,,,,,21557,0,0
,,,,,,,,21648,0,0
,,,,,,,,21506,0,0
,,,,,,,,11311,0,0
,,,,,,,,21497,0,0
,,,,,,,,4573,0,0
,,,,,,,,3420,0,0
,,,,,,,,21548,0,0
,,,,,,,,15716,0,0
,,,,,,,,21389,0,0
,,,,,,,,21239,0,0
,,,,,,,,21248,0,0
,,,,,,,,21296,0,0
,,,,,,,,21087,0,0
,,,,,,,,21326,0,0
,,,,,,,,14032,0,0
,,,,,,,,16726,0,0
,,,,,,,,21252,0,0
,,,,,,,,19477,0,0
,,,,,,,,21208,0,0
,,,,,,,,20179,0,0
,,,,,,,,6472,0,0
,,,,,,,,19650,0,0
,,,,,,,,14394,0,0
,,,,,,,,21026,0,0
,,,,,,,,21106,0,0
,,,,,,,,21064,0,0
,,,,,,,,20907,0,0
,,,,,,,,19989,0,0
,,,,,,,,19982,0,0
,,,,,,,,20914,0,0
,,,,,,,,8062,0,0
,,,,,,,,15395,0,0
,,,,,,,,20870,0,0
,,,,,,,,20778,0,0
,,,,,,,,20080,0,0
,,,,,,,,20336,0,0
,,,,,,,,20705,0,0
,,,,,,,,20689,0,0
,,,,,,,,13923,0,0
,,,,,,,,20420,0,0
,,,,,,,,20665,0,0
,,,,,,,,20657,0,0
,,,,,,,,20177,0,0
,,,,,,,,19716,0,0
,,,,,,,,15516,0,0
,,,,,,,,23191,0,0
,,,,,,,,23770,0,0
,,,,,,,,23105,0,0
,,,,,,,,23731,0,0
,,,,,,,,20059,0,0
,,,,,,,,9516,0,0
,,,,,,,,23880,0,0
,,,,,,,,23965,0,0
,,,,,,,,1534,0,0
,,,,,,,,23901,0,0
,,,,,,,,16546,0,0
,,,,,,,,23614,0,0
,,,,,,,,23994,0,0
,,,,,,,,22426,0,0
,,,,,,,,19811,0,0
,,,,,,,,22165,0,0
,,,,,,,,19331,0,0
,,,,,,,,19522,0,0
,,,,,,,,23496,0,0
,,,,,,,,15076,0,0
,,,,,,,,23910,0,0
,,,,,,,,19387,0,0
,,,,,,,,23090,0,0
,,,,,,,,10991,0,0
,,,,,,,,23100,0,0
,,,,,,,,24075,0,0
,,,,,,,,23846,0,0
,,,,,,,,1069,0,0
,,,,,,,,14603,0,0
,,,,,,,,23152,0,0
,,,,,,,,23568,0,0
,,,,,,,,23102,0,0
,,,,,,,,24065,0,0
,,,,,,,,15756,0,0
,,,,,,,,3736,0,0
,,,,,,,,23577,0,0
,,,,,,,,24054,0,0
,,,,,,,,23287,0,0
,,,,,,,,7997,0,0
,,,,,,,,19682,0,0
,,,,,,,,15692,0,0
,,,,,,,,22762,0,0
,,,,,,,,22824,0,0
,,,,,,,,23028,0,0
,,,,,,,,5725,0,0
,,,,,,,,22056,0,0
,,,,,,,,22340,0,0
,,,,,,,,21481,0,0
,,,,,,,,21404,0,0
,,,,,,,,20594,0,0
,,,,,,,,22232,0,0
,,,,,,,,20115,0,0
,,,,,,,,21480,0,0
,,,,,,,,21716,0,0
,,,,,,,,20898,0,0
,,,,,,,,21696,0,0
,,,,,,,,17750,0,0
,,,,,,,,21068,0,0
,,,,,,,,21247,0,0
,,,,,,,,21255,0,0
,,,,,,,,21142,0,0
,,,,,,,,21140,0,0
,,,,,,,,20880,0,0
,,,,,,,,21011,0,0
,,,,,,,,13203,0,0
,,,,,,,,20782,0,0
